question,doc_id,unit_id,publish_date,effective_date,answer,id,domain,created_at,doc_type,source,region,role,status
小微金融线上平台能办哪些业务？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第8条_2,2023-11-15,2023-12-01,"8.深化小微企业金融服务。拓展小微企业物流、资金流、信息流数据应用,结合工商税务等外部数据完善智能授信算法模型。建设小微金融线上化综合服务平台,合规开展审批、签约、抵质押办理等线上化业务流程。鼓励中小金融机构充分发挥比较优势,构建符合自身特色的小微企业数字金融生态圈。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_12_1,policy,2025-12-31T15:07:16.918886,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
中小银行做小微企业金融有啥优势？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第8条_3,2023-11-15,2023-12-01,"8.深化小微企业金融服务。拓展小微企业物流、资金流、信息流数据应用,结合工商税务等外部数据完善智能授信算法模型。建设小微金融线上化综合服务平台,合规开展审批、签约、抵质押办理等线上化业务流程。鼓励中小金融机构充分发挥比较优势,构建符合自身特色的小微企业数字金融生态圈。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_12_2,policy,2025-12-31T15:07:16.918886,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
怎么建小微企业数字金融生态圈？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第8条_4,2023-11-15,2023-12-01,"8.深化小微企业金融服务。拓展小微企业物流、资金流、信息流数据应用,结合工商税务等外部数据完善智能授信算法模型。建设小微金融线上化综合服务平台,合规开展审批、签约、抵质押办理等线上化业务流程。鼓励中小金融机构充分发挥比较优势,构建符合自身特色的小微企业数字金融生态圈。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_12_3,policy,2025-12-31T15:07:16.918886,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
数字金融产品开发要融合哪些城乡居民生活场景？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_0,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
在创业就业领域怎么设计数字金融产品？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_1,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
教育消费领域的数字金融产品有哪些要求？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_2,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
怎么用大数据做‘千人千面’的金融产品？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_3,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融服务如何对接医疗卫生机构数据？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_4,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
养老金融服务需要和哪些机构协同？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_5,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
银行网点要保留哪些传统服务？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_6,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
适老助残金融服务要配什么设备？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_7,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
怎么加强银行网点无障碍功能建设？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_8,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
弥合‘数字鸿沟’在金融领域怎么做？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第9条,,,9.增强金融服务的人民性。融合城乡居民生活场景，加强大数据分析，在创业就业、教育消费等领域开发便捷灵活、“千人千面”的数字金融产品。推进与医疗卫生、养老服务机构的数据集成协同，提高医疗、养老等领域的金融服务能力。提高网点的基础保障能力，保留必要的现金等传统服务，加强适老助残无障碍功能建设和设备配置，弥合“数字鸿沟”，切实保障金融消费者合法权益。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_13_9,policy,2025-12-31T15:07:29.023445,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
乡村振兴贷款能用生物资产做抵押吗？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第10条,2023-10-01,,"10.服务乡村振兴。围绕现代乡村产业体系和重点企业、“三农”重点领域,加强数字平台系统建设和数据对接,增强“三农”金融服务能力。积极运用物联网、人工智能识别技术,探索合理拓宽生物资产担保和抵质押范围。充分运用新一代移动通信网络、移动交互等技术手段延伸服务半径,助力数字乡村建设。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_14_0,policy,2025-12-31T15:07:36.913303,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
涉农贷款可以用物联网技术做担保评估吗？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第10条,2023-10-01,,"10.服务乡村振兴。围绕现代乡村产业体系和重点企业、“三农”重点领域,加强数字平台系统建设和数据对接,增强“三农”金融服务能力。积极运用物联网、人工智能识别技术,探索合理拓宽生物资产担保和抵质押范围。充分运用新一代移动通信网络、移动交互等技术手段延伸服务半径,助力数字乡村建设。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_14_1,policy,2025-12-31T15:07:36.913303,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
数字乡村建设中银行怎么延伸服务半径？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第10条,2023-10-01,,"10.服务乡村振兴。围绕现代乡村产业体系和重点企业、“三农”重点领域,加强数字平台系统建设和数据对接,增强“三农”金融服务能力。积极运用物联网、人工智能识别技术,探索合理拓宽生物资产担保和抵质押范围。充分运用新一代移动通信网络、移动交互等技术手段延伸服务半径,助力数字乡村建设。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_14_2,policy,2025-12-31T15:07:36.913303,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
三农金融如何提升服务能力？有哪些技术手段？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第10条,2023-10-01,,"10.服务乡村振兴。围绕现代乡村产业体系和重点企业、“三农”重点领域,加强数字平台系统建设和数据对接,增强“三农”金融服务能力。积极运用物联网、人工智能识别技术,探索合理拓宽生物资产担保和抵质押范围。充分运用新一代移动通信网络、移动交互等技术手段延伸服务半径,助力数字乡村建设。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_14_3,policy,2025-12-31T15:07:36.913303,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
现代农业重点企业融资能用哪些新型抵质押方式？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第10条,2023-10-01,,"10.服务乡村振兴。围绕现代乡村产业体系和重点企业、“三农”重点领域,加强数字平台系统建设和数据对接,增强“三农”金融服务能力。积极运用物联网、人工智能识别技术,探索合理拓宽生物资产担保和抵质押范围。充分运用新一代移动通信网络、移动交互等技术手段延伸服务半径,助力数字乡村建设。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_14_4,policy,2025-12-31T15:07:36.913303,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
支持国家重大区域发展战略的金融举措有哪些？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_0,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
粤港澳大湾区建设中银行能提供哪些数字化金融服务？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_1,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
长三角一体化发展中金融机构如何参与智慧城市建设？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_2,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
京津冀协同发展中的产业转型怎么获得投融资支持？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_3,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
黄河流域生态保护项目能申请哪些保险保障服务？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_4,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
长江经济带发展中的数据融合应用有哪些实践方向？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_5,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融机构如何推动数字金融发展模式共建共享？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第11条,,,11.支持区域协同发展。助力京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等国家重大区域发展战略，因地制宜提供数字化金融服务，积极参与智慧城市建设，探索数据融合应用实践，为区域内产业转型升级和多元化发展提供投融资支持和保险保障。鼓励机构间开展交流合作，推动数字金融发展模式共建共享。,policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_15_6,policy,2025-12-31T15:07:46.640343,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融机构怎么利用数字技术做贸易金融创新？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第12条,,,"12.支持贸易数字化。鼓励金融机构利用数字技术赋能,加强海关、税务等贸易数据信息应用,稳妥开展基于电子贸易单据的金融产品和服务模式创新。与贸易数字化平台企业加强合作对接,为电子提单等电子贸易单据使用创造便利化环境。积极参与航运贸易数字基础设施建设,为中资企业“走出去”和“一带一路”建设提供高质量金融服务。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_16_0,policy,2025-12-31T15:07:52.844522,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
电子提单在融资中怎么用？银行能做什么？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第12条,,,"12.支持贸易数字化。鼓励金融机构利用数字技术赋能,加强海关、税务等贸易数据信息应用,稳妥开展基于电子贸易单据的金融产品和服务模式创新。与贸易数字化平台企业加强合作对接,为电子提单等电子贸易单据使用创造便利化环境。积极参与航运贸易数字基础设施建设,为中资企业“走出去”和“一带一路”建设提供高质量金融服务。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_16_1,policy,2025-12-31T15:07:52.844522,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
银行如何参与航运贸易数字化基础设施建设？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第12条,,,"12.支持贸易数字化。鼓励金融机构利用数字技术赋能,加强海关、税务等贸易数据信息应用,稳妥开展基于电子贸易单据的金融产品和服务模式创新。与贸易数字化平台企业加强合作对接,为电子提单等电子贸易单据使用创造便利化环境。积极参与航运贸易数字基础设施建设,为中资企业“走出去”和“一带一路”建设提供高质量金融服务。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_16_2,policy,2025-12-31T15:07:52.844522,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
海关税务数据能用于哪些贸易金融服务？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第12条,,,"12.支持贸易数字化。鼓励金融机构利用数字技术赋能,加强海关、税务等贸易数据信息应用,稳妥开展基于电子贸易单据的金融产品和服务模式创新。与贸易数字化平台企业加强合作对接,为电子提单等电子贸易单据使用创造便利化环境。积极参与航运贸易数字基础设施建设,为中资企业“走出去”和“一带一路”建设提供高质量金融服务。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_16_3,policy,2025-12-31T15:07:52.844522,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融机构怎么支持中资企业走出去的数字化需求？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,第12条,,,"12.支持贸易数字化。鼓励金融机构利用数字技术赋能,加强海关、税务等贸易数据信息应用,稳妥开展基于电子贸易单据的金融产品和服务模式创新。与贸易数字化平台企业加强合作对接,为电子提单等电子贸易单据使用创造便利化环境。积极参与航运贸易数字基础设施建设,为中资企业“走出去”和“一带一路”建设提供高质量金融服务。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_16_4,policy,2025-12-31T15:07:52.844522,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融机构怎么建设企业级AI平台？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,13,,,"13.加快发展“人工智能+金融”。鼓励有条件的金融机构加强人工智能安全开发应用,建设企业级人工智能平台,对模型需求开发、训练测试、部署运行、评估退出等实施集中管理和运营,支持算法模型系统化和平台化服务,提高人工智能建模及安全应用能力。积极构建人工智能金融领域开发应用生态,加快形成金融应用优势领域。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_17_0,policy,2025-12-31T15:08:00.474825,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
AI模型在金融领域要怎么管理生命周期？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,13,,,"13.加快发展“人工智能+金融”。鼓励有条件的金融机构加强人工智能安全开发应用,建设企业级人工智能平台,对模型需求开发、训练测试、部署运行、评估退出等实施集中管理和运营,支持算法模型系统化和平台化服务,提高人工智能建模及安全应用能力。积极构建人工智能金融领域开发应用生态,加快形成金融应用优势领域。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_17_1,policy,2025-12-31T15:08:00.474825,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融AI模型开发应用需要集中管理哪些环节？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,13,,,"13.加快发展“人工智能+金融”。鼓励有条件的金融机构加强人工智能安全开发应用,建设企业级人工智能平台,对模型需求开发、训练测试、部署运行、评估退出等实施集中管理和运营,支持算法模型系统化和平台化服务,提高人工智能建模及安全应用能力。积极构建人工智能金融领域开发应用生态,加快形成金融应用优势领域。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_17_2,policy,2025-12-31T15:08:00.474825,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
人工智能+金融生态建设重点是什么？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,13,,,"13.加快发展“人工智能+金融”。鼓励有条件的金融机构加强人工智能安全开发应用,建设企业级人工智能平台,对模型需求开发、训练测试、部署运行、评估退出等实施集中管理和运营,支持算法模型系统化和平台化服务,提高人工智能建模及安全应用能力。积极构建人工智能金融领域开发应用生态,加快形成金融应用优势领域。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_17_3,policy,2025-12-31T15:08:00.474825,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
金融机构如何提升AI建模和安全应用能力？,国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488,13,,,"13.加快发展“人工智能+金融”。鼓励有条件的金融机构加强人工智能安全开发应用,建设企业级人工智能平台,对模型需求开发、训练测试、部署运行、评估退出等实施集中管理和运营,支持算法模型系统化和平台化服务,提高人工智能建模及安全应用能力。积极构建人工智能金融领域开发应用生态,加快形成金融应用优势领域。",policy_MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488_17_4,policy,2025-12-31T15:08:00.474825,监管政策,MinerU_markdown_国家金融监督管理总局办公厅关于印发《银行业保险业数字金融_20251230002117_2005675501435711488.md,全国,客户经理,生效
